route_id,origin_latitude,origin_longitude,dest_latitude,dest_longitude,duration,distance,route_type,error_description,test_code,test_error_description
999,38.78123051749913,-9.14449603837586,38.74529807049948,-9.11754670312613,1499.9,7.387,safest,,,
999,38.78123051749913,-9.14449603837586,38.74529807049948,-9.11754670312613,1312.7,6.485,balanced,,,
999,38.78123051749913,-9.14449603837586,38.74529807049948,-9.11754670312613,1307.5,6.459,shortest,,,
633,38.713857179374784,-9.166953817750631,38.713857179374784,-9.122038259001084,1097.5,5.104,safest,,,
633,38.713857179374784,-9.166953817750631,38.713857179374784,-9.122038259001084,1097.5,5.104,balanced,,,
633,38.713857179374784,-9.166953817750631,38.713857179374784,-9.122038259001084,1097.5,5.104,shortest,,,
989,38.763264293999306,-9.14449603837586,38.73631495874957,-9.10856359137622,1516.1,7.535,safest,,,
989,38.763264293999306,-9.14449603837586,38.73631495874957,-9.10856359137622,1504.5,7.476,balanced,,,
989,38.763264293999306,-9.14449603837586,38.73631495874957,-9.10856359137622,1504.5,7.476,shortest,,,
404,38.76775584987426,-9.184920041250452,38.73182340287461,-9.157970706000723,1318.0,6.289,safest,,,
404,38.76775584987426,-9.184920041250452,38.73182340287461,-9.157970706000723,1282.0,6.25,balanced,,,
404,38.76775584987426,-9.184920041250452,38.73182340287461,-9.157970706000723,1282.0,6.25,shortest,,,
315,38.74529807049948,-9.189411597125408,38.70936562349983,-9.162462261875678,1727.3,8.307,safest,,,
315,38.74529807049948,-9.189411597125408,38.70936562349983,-9.162462261875678,1428.3,6.855,balanced,,,
315,38.74529807049948,-9.189411597125408,38.70936562349983,-9.162462261875678,1367.4,6.721,shortest,,,
639,38.7228402911247,-9.166953817750631,38.75877273812435,-9.140004482500904,1568.3,6.895,safest,,,
639,38.7228402911247,-9.166953817750631,38.75877273812435,-9.140004482500904,1324.1,6.178,balanced,,,
639,38.7228402911247,-9.166953817750631,38.75877273812435,-9.140004482500904,1277.8,6.122,shortest,,,
823,38.776738961624176,-9.157970706000723,38.776738961624176,-9.113055147251176,1527.1,7.529,safest,,,
823,38.776738961624176,-9.157970706000723,38.776738961624176,-9.113055147251176,1518.1,7.515,balanced,,,
823,38.776738961624176,-9.157970706000723,38.776738961624176,-9.113055147251176,1518.1,7.515,shortest,,,
275,38.76775584987426,-9.19390315300036,38.74080651462452,-9.157970706000723,1319.3,6.285,safest,,,
275,38.76775584987426,-9.19390315300036,38.74080651462452,-9.157970706000723,1263.1,6.247,balanced,,,
275,38.76775584987426,-9.19390315300036,38.74080651462452,-9.157970706000723,1263.1,6.247,shortest,,,
497,38.71834873524974,-9.175936929500542,38.71834873524974,-9.131021370750997,1742.7,8.109,safest,,,
497,38.71834873524974,-9.175936929500542,38.71834873524974,-9.131021370750997,1412.5,6.806,balanced,,,
497,38.71834873524974,-9.175936929500542,38.71834873524974,-9.131021370750997,1278.9,6.281,shortest,,,
127,38.73631495874957,-9.202886264750273,38.70038251174992,-9.175936929500542,1470.1,6.701,safest,,,
127,38.73631495874957,-9.202886264750273,38.70038251174992,-9.175936929500542,1470.1,6.701,balanced,,,
127,38.73631495874957,-9.202886264750273,38.70038251174992,-9.175936929500542,1162.3,5.762,shortest,,,
673,38.75428118224939,-9.166953817750631,38.75428118224939,-9.122038259001084,1319.2,6.207,safest,,,
673,38.75428118224939,-9.166953817750631,38.75428118224939,-9.122038259001084,1307.6,6.149,balanced,,,
673,38.75428118224939,-9.166953817750631,38.75428118224939,-9.122038259001084,1307.6,6.149,shortest,,,
955,38.70936562349983,-9.14449603837586,38.73631495874957,-9.10856359137622,1439.2,6.376,safest,,,
955,38.70936562349983,-9.14449603837586,38.73631495874957,-9.10856359137622,1298.4,5.84,balanced,,,
955,38.70936562349983,-9.14449603837586,38.73631495874957,-9.10856359137622,1298.4,5.84,shortest,,,
1116,38.70936562349983,-9.12652981487604,38.75428118224939,-9.12652981487604,1580.2,7.305,safest,,,
1116,38.70936562349983,-9.12652981487604,38.75428118224939,-9.12652981487604,1438.1,6.937,balanced,,,
1116,38.70936562349983,-9.12652981487604,38.75428118224939,-9.12652981487604,1438.1,6.937,shortest,,,
436,38.72733184699965,-9.180428485375495,38.72733184699965,-9.13551292662595,1317.1,6.332,safest,,,
436,38.72733184699965,-9.180428485375495,38.72733184699965,-9.13551292662595,1278.1,6.333,balanced,,,
436,38.72733184699965,-9.180428485375495,38.72733184699965,-9.13551292662595,1278.1,6.333,shortest,,,
91,38.74978962637444,-9.207377820625226,38.74978962637444,-9.162462261875678,1102.1,5.154,safest,,,
91,38.74978962637444,-9.207377820625226,38.74978962637444,-9.162462261875678,1011.0,4.894,balanced,,,
91,38.74978962637444,-9.207377820625226,38.74978962637444,-9.162462261875678,1011.0,4.894,shortest,,,
1157,38.72733184699965,-9.11754670312613,38.77224740574922,-9.11754670312613,1676.2,8.013,safest,,,
1157,38.72733184699965,-9.11754670312613,38.77224740574922,-9.11754670312613,1465.8,7.305,balanced,,,
1157,38.72733184699965,-9.11754670312613,38.77224740574922,-9.11754670312613,1465.8,7.305,shortest,,,
95,38.75428118224939,-9.207377820625226,38.75428118224939,-9.162462261875678,1263.5,6.104,safest,,,
95,38.75428118224939,-9.207377820625226,38.75428118224939,-9.162462261875678,1044.4,5.031,balanced,,,
95,38.75428118224939,-9.207377820625226,38.75428118224939,-9.162462261875678,1044.4,5.031,shortest,,,
800,38.74529807049948,-9.157970706000723,38.74529807049948,-9.113055147251176,1307.5,6.132,safest,,,
800,38.74529807049948,-9.157970706000723,38.74529807049948,-9.113055147251176,1198.0,5.823,balanced,,,
800,38.74529807049948,-9.157970706000723,38.74529807049948,-9.113055147251176,1198.0,5.823,shortest,,,
583,38.73631495874957,-9.171445373625588,38.763264293999306,-9.13551292662595,2011.0,9.154,safest,,,
583,38.73631495874957,-9.171445373625588,38.763264293999306,-9.13551292662595,1863.3,8.947,balanced,,,
583,38.73631495874957,-9.171445373625588,38.763264293999306,-9.13551292662595,1864.6,8.959,shortest,,,
82,38.73182340287461,-9.207377820625226,38.75877273812435,-9.171445373625588,1474.7,7.196,safest,,,
82,38.73182340287461,-9.207377820625226,38.75877273812435,-9.171445373625588,1282.3,6.308,balanced,,,
82,38.73182340287461,-9.207377820625226,38.75877273812435,-9.171445373625588,1282.3,6.308,shortest,,,
120,38.72733184699965,-9.202886264750273,38.70038251174992,-9.166953817750631,1366.5,5.545,safest,,,
120,38.72733184699965,-9.202886264750273,38.70038251174992,-9.166953817750631,1386.3,6.053,balanced,,,
120,38.72733184699965,-9.202886264750273,38.70038251174992,-9.166953817750631,1234.9,5.899,shortest,,,
684,38.77224740574922,-9.166953817750631,38.74529807049948,-9.131021370750997,1349.6,6.577,safest,,,
684,38.77224740574922,-9.166953817750631,38.74529807049948,-9.131021370750997,1317.8,6.46,balanced,,,
684,38.77224740574922,-9.166953817750631,38.74529807049948,-9.131021370750997,1313.5,6.45,shortest,,,
648,38.73182340287461,-9.166953817750631,38.75877273812435,-9.131021370750997,1413.9,6.396,safest,,,
648,38.73182340287461,-9.166953817750631,38.75877273812435,-9.131021370750997,1359.3,6.498,balanced,,,
648,38.73182340287461,-9.166953817750631,38.75877273812435,-9.131021370750997,1351.5,6.568,shortest,,,
332,38.75877273812435,-9.189411597125408,38.75877273812435,-9.14449603837586,1045.5,5.017,safest,,,
332,38.75877273812435,-9.189411597125408,38.75877273812435,-9.14449603837586,1019.4,4.92,balanced,,,
332,38.75877273812435,-9.189411597125408,38.75877273812435,-9.14449603837586,1019.4,4.92,shortest,,,
134,38.74080651462452,-9.202886264750273,38.713857179374784,-9.166953817750631,1469.9,7.104,safest,,,
134,38.74080651462452,-9.202886264750273,38.713857179374784,-9.166953817750631,1452.1,6.893,balanced,,,
134,38.74080651462452,-9.202886264750273,38.713857179374784,-9.166953817750631,1462.5,7.312,shortest,,,
536,38.75877273812435,-9.175936929500542,38.78572207337409,-9.140004482500904,1314.7,6.425,safest,,,
536,38.75877273812435,-9.175936929500542,38.78572207337409,-9.140004482500904,1250.4,6.135,balanced,,,
536,38.75877273812435,-9.175936929500542,38.78572207337409,-9.140004482500904,1250.4,6.135,shortest,,,
726,38.74080651462452,-9.162462261875678,38.713857179374784,-9.12652981487604,1298.7,5.942,safest,,,
726,38.74080651462452,-9.162462261875678,38.713857179374784,-9.12652981487604,1190.3,5.721,balanced,,,
726,38.74080651462452,-9.162462261875678,38.713857179374784,-9.12652981487604,1158.2,5.448,shortest,,,
573,38.72733184699965,-9.171445373625588,38.763264293999306,-9.14449603837586,2257.1,10.331,safest,,,
573,38.72733184699965,-9.171445373625588,38.763264293999306,-9.14449603837586,1730.4,8.458,balanced,,,
573,38.72733184699965,-9.171445373625588,38.763264293999306,-9.14449603837586,1731.8,8.47,shortest,,,
307,38.73631495874957,-9.189411597125408,38.70936562349983,-9.153479150125769,1599.0,7.347,safest,,,
307,38.73631495874957,-9.189411597125408,38.70936562349983,-9.153479150125769,1516.6,6.975,balanced,,,
307,38.73631495874957,-9.189411597125408,38.70936562349983,-9.153479150125769,1543.9,7.17,shortest,,,
136,38.74080651462452,-9.202886264750273,38.74080651462452,-9.157970706000723,1246.2,5.879,safest,,,
136,38.74080651462452,-9.202886264750273,38.74080651462452,-9.157970706000723,1006.5,5.02,balanced,,,
136,38.74080651462452,-9.202886264750273,38.74080651462452,-9.157970706000723,1006.5,5.02,shortest,,,
774,38.7228402911247,-9.157970706000723,38.76775584987426,-9.157970706000723,1473.6,7.263,safest,,,
774,38.7228402911247,-9.157970706000723,38.76775584987426,-9.157970706000723,1361.3,6.567,balanced,,,
774,38.7228402911247,-9.157970706000723,38.76775584987426,-9.157970706000723,1324.9,6.539,shortest,,,
762,38.70487406762487,-9.157970706000723,38.74978962637444,-9.157970706000723,1750.9,8.145,safest,,,
762,38.70487406762487,-9.157970706000723,38.74978962637444,-9.157970706000723,1608.0,7.659,balanced,,,
762,38.70487406762487,-9.157970706000723,38.74978962637444,-9.157970706000723,1608.0,7.659,shortest,,,
160,38.70936562349983,-9.198394708875316,38.73631495874957,-9.162462261875678,1409.6,6.997,safest,,,
160,38.70936562349983,-9.198394708875316,38.73631495874957,-9.162462261875678,1285.8,6.364,balanced,,,
160,38.70936562349983,-9.198394708875316,38.73631495874957,-9.162462261875678,1285.8,6.364,shortest,,,
792,38.74080651462452,-9.157970706000723,38.713857179374784,-9.122038259001084,1583.1,7.219,safest,,,
792,38.74080651462452,-9.157970706000723,38.713857179374784,-9.122038259001084,1475.0,7.022,balanced,,,
792,38.74080651462452,-9.157970706000723,38.713857179374784,-9.122038259001084,1442.9,6.75,shortest,,,
589,38.74529807049948,-9.171445373625588,38.70936562349983,-9.14449603837586,1845.2,7.0,safest,,,
589,38.74529807049948,-9.171445373625588,38.70936562349983,-9.14449603837586,1735.7,6.804,balanced,,,
589,38.74529807049948,-9.171445373625588,38.70936562349983,-9.14449603837586,1683.5,6.729,shortest,,,
574,38.72733184699965,-9.171445373625588,38.75428118224939,-9.13551292662595,1414.4,6.365,safest,,,
574,38.72733184699965,-9.171445373625588,38.75428118224939,-9.13551292662595,1189.6,5.627,balanced,,,
574,38.72733184699965,-9.171445373625588,38.75428118224939,-9.13551292662595,1189.6,5.627,shortest,,,
840,38.7228402911247,-9.153479150125769,38.75877273812435,-9.12652981487604,1471.5,7.261,safest,,,
840,38.7228402911247,-9.153479150125769,38.75877273812435,-9.12652981487604,1380.4,6.806,balanced,,,
840,38.7228402911247,-9.153479150125769,38.75877273812435,-9.12652981487604,1380.4,6.806,shortest,,,
202,38.75428118224939,-9.198394708875316,38.75428118224939,-9.153479150125769,1145.9,5.566,safest,,,
202,38.75428118224939,-9.198394708875316,38.75428118224939,-9.153479150125769,1007.1,5.036,balanced,,,
202,38.75428118224939,-9.198394708875316,38.75428118224939,-9.153479150125769,1007.1,5.036,shortest,,,
554,38.70487406762487,-9.171445373625588,38.74080651462452,-9.14449603837586,1253.0,6.198,safest,,,
554,38.70487406762487,-9.171445373625588,38.74080651462452,-9.14449603837586,1174.5,5.851,balanced,,,
554,38.70487406762487,-9.171445373625588,38.74080651462452,-9.14449603837586,1164.4,5.822,shortest,,,
7,38.69589095587496,-9.22085248825009,38.7228402911247,-9.184920041250452,1467.6,7.028,safest,,,
7,38.69589095587496,-9.22085248825009,38.7228402911247,-9.184920041250452,1438.4,6.858,balanced,,,
7,38.69589095587496,-9.22085248825009,38.7228402911247,-9.184920041250452,1436.1,6.884,shortest,,,
492,38.713857179374784,-9.175936929500542,38.74080651462452,-9.140004482500904,1416.6,6.981,safest,,,
492,38.713857179374784,-9.175936929500542,38.74080651462452,-9.140004482500904,1091.4,5.41,balanced,,,
492,38.713857179374784,-9.175936929500542,38.74080651462452,-9.140004482500904,1081.5,5.382,shortest,,,
1163,38.7228402911247,-9.113055147251176,38.76775584987426,-9.113055147251176,1278.0,6.375,safest,,,
1163,38.7228402911247,-9.113055147251176,38.76775584987426,-9.113055147251176,1340.6,6.662,balanced,,,
1163,38.7228402911247,-9.113055147251176,38.76775584987426,-9.113055147251176,1340.6,6.662,shortest,,,
760,38.78572207337409,-9.162462261875678,38.74978962637444,-9.13551292662595,1435.0,6.66,safest,,,
760,38.78572207337409,-9.162462261875678,38.74978962637444,-9.13551292662595,1376.7,6.707,balanced,,,
760,38.78572207337409,-9.162462261875678,38.74978962637444,-9.13551292662595,1309.3,6.36,shortest,,,
48,38.713857179374784,-9.21186937650018,38.74978962637444,-9.184920041250452,1782.2,7.724,safest,,,
48,38.713857179374784,-9.21186937650018,38.74978962637444,-9.184920041250452,1579.0,6.904,balanced,,,
48,38.713857179374784,-9.21186937650018,38.74978962637444,-9.184920041250452,1579.0,6.904,shortest,,,
221,38.70936562349983,-9.19390315300036,38.73631495874957,-9.157970706000723,1685.4,8.244,safest,,,
221,38.70936562349983,-9.19390315300036,38.73631495874957,-9.157970706000723,1561.6,7.611,balanced,,,
221,38.70936562349983,-9.19390315300036,38.73631495874957,-9.157970706000723,1561.6,7.611,shortest,,,
835,38.713857179374784,-9.153479150125769,38.74080651462452,-9.11754670312613,1379.3,6.598,safest,,,
835,38.713857179374784,-9.153479150125769,38.74080651462452,-9.11754670312613,1367.7,6.54,balanced,,,
835,38.713857179374784,-9.153479150125769,38.74080651462452,-9.11754670312613,1367.7,6.54,shortest,,,
925,38.74978962637444,-9.148987594250814,38.7228402911247,-9.113055147251176,1311.5,6.219,safest,,,
925,38.74978962637444,-9.148987594250814,38.7228402911247,-9.113055147251176,1701.3,7.963,balanced,,,
925,38.74978962637444,-9.148987594250814,38.7228402911247,-9.113055147251176,1670.8,7.709,shortest,,,
259,38.74978962637444,-9.19390315300036,38.7228402911247,-9.157970706000723,1286.7,6.092,safest,,,
259,38.74978962637444,-9.19390315300036,38.7228402911247,-9.157970706000723,1245.4,6.07,balanced,,,
259,38.74978962637444,-9.19390315300036,38.7228402911247,-9.157970706000723,1117.1,5.539,shortest,,,
614,38.77224740574922,-9.171445373625588,38.77224740574922,-9.12652981487604,1432.7,7.044,safest,,,
614,38.77224740574922,-9.171445373625588,38.77224740574922,-9.12652981487604,1431.0,7.036,balanced,,,
614,38.77224740574922,-9.171445373625588,38.77224740574922,-9.12652981487604,1431.0,7.036,shortest,,,
957,38.713857179374784,-9.14449603837586,38.74978962637444,-9.11754670312613,1663.1,7.595,safest,,,
957,38.713857179374784,-9.14449603837586,38.74978962637444,-9.11754670312613,1486.7,7.081,balanced,,,
957,38.713857179374784,-9.14449603837586,38.74978962637444,-9.11754670312613,1479.0,7.043,shortest,,,
980,38.74529807049948,-9.14449603837586,38.74529807049948,-9.099580479626312,1238.2,5.796,safest,,,
980,38.74529807049948,-9.14449603837586,38.74529807049948,-9.099580479626312,1222.8,5.719,balanced,,,
980,38.74529807049948,-9.14449603837586,38.74529807049948,-9.099580479626312,1222.8,5.719,shortest,,,
493,38.713857179374784,-9.175936929500542,38.713857179374784,-9.131021370750997,1397.5,6.192,safest,,,
493,38.713857179374784,-9.175936929500542,38.713857179374784,-9.131021370750997,1397.5,6.192,balanced,,,
493,38.713857179374784,-9.175936929500542,38.713857179374784,-9.131021370750997,1395.7,6.147,shortest,,,
201,38.75428118224939,-9.198394708875316,38.78123051749913,-9.162462261875678,1315.0,6.355,safest,,,
201,38.75428118224939,-9.198394708875316,38.78123051749913,-9.162462261875678,1315.0,6.355,balanced,,,
201,38.75428118224939,-9.198394708875316,38.78123051749913,-9.162462261875678,1315.0,6.355,shortest,,,
444,38.73631495874957,-9.180428485375495,38.73631495874957,-9.13551292662595,901.9,4.437,safest,,,
444,38.73631495874957,-9.180428485375495,38.73631495874957,-9.13551292662595,901.9,4.437,balanced,,,
444,38.73631495874957,-9.180428485375495,38.73631495874957,-9.13551292662595,901.9,4.437,shortest,,,
121,38.72733184699965,-9.202886264750273,38.75428118224939,-9.166953817750631,1514.9,7.302,safest,,,
121,38.72733184699965,-9.202886264750273,38.75428118224939,-9.166953817750631,1284.5,6.399,balanced,,,
121,38.72733184699965,-9.202886264750273,38.75428118224939,-9.166953817750631,1284.5,6.399,shortest,,,
944,38.776738961624176,-9.148987594250814,38.74978962637444,-9.113055147251176,1459.2,7.207,safest,,,
944,38.776738961624176,-9.148987594250814,38.74978962637444,-9.113055147251176,1272.1,6.306,balanced,,,
944,38.776738961624176,-9.148987594250814,38.74978962637444,-9.113055147251176,1272.1,6.306,shortest,,,
588,38.74080651462452,-9.171445373625588,38.74080651462452,-9.12652981487604,1237.3,6.066,safest,,,
588,38.74080651462452,-9.171445373625588,38.74080651462452,-9.12652981487604,1131.1,5.425,balanced,,,
588,38.74080651462452,-9.171445373625588,38.74080651462452,-9.12652981487604,1120.5,5.242,shortest,,,
268,38.75877273812435,-9.19390315300036,38.78572207337409,-9.157970706000723,1244.1,5.891,safest,,,
268,38.75877273812435,-9.19390315300036,38.78572207337409,-9.157970706000723,1211.2,5.861,balanced,,,
268,38.75877273812435,-9.19390315300036,38.78572207337409,-9.157970706000723,1211.2,5.861,shortest,,,
431,38.7228402911247,-9.180428485375495,38.74978962637444,-9.14449603837586,1395.4,6.373,safest,,,
431,38.7228402911247,-9.180428485375495,38.74978962637444,-9.14449603837586,1310.8,6.258,balanced,,,
431,38.7228402911247,-9.180428485375495,38.74978962637444,-9.14449603837586,1274.3,6.23,shortest,,,
